Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Class
1.041164272213689,1.0556354777979295,-1.0780381833603536,-0.6917309122585545,1.6393100256039603,0.03957879620227432,-0.6443831798535792,3.592530178715385,0.71477120646387,-0.6004112402936177,0.8336308044285445,1.6913432300753408,0.4412460077372161,2.973980026884866,1.0834372467454056,-0.054674621479530554,-0.7486413193992016,-0.4870153331434342,-0.39688385326989517,0.9434204643199686,2
1.216014954221522,-1.2766059411784099,-1.5258590975393969,0.9677952022485805,0.1803006464635926,-0.6722254093384373,-1.495784545288973,-0.38676659975975936,-0.20277398701024937,0.8748185569110368,1.3924815386446125,-4.058307820514117,-1.4036304696724933,-0.6712949902412159,-0.45557852986489095,0.9981302587352898,0.2487730414284394,-1.0497194195139807,1.5540868536414503,0.5369958775250505,0
-0.5392757567743491,0.48399290795104755,-0.2779640388548523,-1.6790697271850659,-1.2211786877600057,-0.08636727910524654,0.13754800722763638,-0.8203505377774489,0.4798209558272352,-2.065525135077779,0.805334048346563,-1.6860250307570572,-0.664735898172653,-1.5411765379114446,0.2127479272320519,-1.8400803284695753,-1.25603062201801,1.763779655242641,1.0190939332401436,-0.2343982563341942,0
1.1996122018469242,0.014272829226807776,-1.4232959239404268,-0.2674479197723131,0.5369888520582683,0.34819233411906536,-1.053219966781761,1.6419184617415659,-0.5015710578872111,-1.4114580009132045,0.19622779967491055,-0.1741337652863577,-2.4460694101166833,0.9356540737415031,-0.22833055113692485,-1.1862548890866516,1.1880128747880316,-1.9847488391806483,-0.03383117375976595,1.754030867550897,0
-0.25918932497924135,0.9597999086106714,-0.13817571725028208,0.7804541448964101,0.5675311923273644,-0.7907652578016159,-0.9489010398475597,-1.6874394661275471,1.0259772115866048,-0.2856411486339684,-2.2233451687141175,0.5685662373553617,-0.7681824727662305,-0.20737755795754603,0.3705434645466777,1.688282018801489,0.9789872836824554,0.22806112929714212,-0.5695232788833041,1.495539610839407,0
-2.179500406311185,-0.7706929347477858,-0.2901139582444027,-1.8159198643502668,0.6227741732670311,0.5268331422386109,3.1569486666873483,-0.30175365913873375,0.4741468040532083,0.241592950125168,2.4437356737193703,0.6606656991128306,-2.3568660925055447,0.24690446516141415,-0.6196969254497132,-0.4966194673355934,0.17442301351091885,-0.19380028689592824,-0.608493471466059,-0.2334371151418977,0
-1.858923641540571,-0.00544998447908952,-2.4269513281294817,-0.932514748265436,-0.5847721544012513,-0.7972752800521941,-0.16158926661660863,2.9140982794195778,-0.1370352082268892,-1.0796001727377942,1.1992334759688927,3.157581985956419,1.3108534445175044,-0.0025887626435874824,0.7646467088697837,-0.524571183313324,-1.3336522636994004,1.350950292549862,0.9943210556449713,2.6757909008448775,2
-1.8426404129702512,-0.1953377129595257,-0.39299052730165746,-0.9680980926014285,-0.7280433919798448,1.0385298856904173,0.24162778619201603,-1.6743814065633922,1.3643236632290718,0.22763189503650713,0.11260583836841997,-0.5527909719245785,0.34292948727236694,0.19395711106235453,-0.8587892868619283,-1.283953622178795,0.25497533666593897,0.3728034790261553,1.6101212242899776,0.3994299435916542,1
-0.7851079670000248,0.6838289572396044,-2.2083808643062866,0.008438079624214072,0.12205455164313828,0.21298352814427002,-5.568883622351893,4.214116795538548,-1.4189192396785786,1.4678149977531345,-1.493298849853388,-2.709598252776792,-3.5665518548510784,1.1046888130378065,-0.1171736951005855,-0.4916153692994123,0.9627170673322285,-0.12120188370836574,-0.27381705318292127,2.7826199097240645,0
-0.9220809571344166,0.4165215209256798,-2.057839092735244,-0.6810967176034836,0.1382007562449725,-1.4764075490022517,-2.3618491637544357,3.3639259878686487,0.6081995500963229,0.8571844890060415,1.2802555225870156,-3.053770911158523,-4.887346501254347,-0.6008245914068134,0.3302216496422619,-1.5649796653104278,-0.5113296925699115,-0.2136312982727644,1.2841334478829105,1.569644418920682,0
-1.5944083146026424,2.6299872385904,-2.7871304290508316,-0.6396529457595169,-0.15878647765498505,0.22458405801215364,-0.021476995049657544,0.9230844493517952,0.47624725363679865,-2.0195273234814684,1.9644568236634465,0.3008206838669756,-0.46639746113010583,-0.6178214700601407,1.5871757245457776,-0.6294705372645398,-0.6396245085009049,-0.32848338538438693,0.6978673083705996,2.5395067304685277,2
-0.3511019227904323,1.3578201292240841,0.4801845220182795,-0.016485466724365235,0.6952272594110086,-0.5000562453619344,5.498157748179286,-2.1378903938799416,1.386350422583147,-0.5871475784535187,1.775517403193255,5.527986168473826,3.2254934420754457,0.38993865730644095,0.3068327328916246,0.029017037783503338,0.04554106764849533,0.22487617083840472,-0.012860658909186914,-0.34066903723580655,0
-1.5806654857338223,0.4821558567017,-2.6743700714858414,-0.09273914757460475,0.4452250814398508,-0.1687746451799021,2.7591993992742263,0.2218732631680933,-0.09441165487485871,-0.8304583608683285,3.2564844072337444,2.5057661551141863,0.09707216638790961,1.1987220963401313,1.774157619203218,-0.23956786869826954,-0.120942596957212,-0.01098085642183786,-1.9721094540164303,2.32530297041375,1
